Anton Paar Monowave Series
Serial Number: 82701239
Instrument Software Version: 4.10.10607.14

Processing Protocol;
Experiment Name;5W-2min
Experiment Date;1/18/2023 12:05:51 PM
Experiment Unique ID;1132
User;Administrator
Vial Type;Glass vial G30
;
Steps;
Step;Program;Temperature;Time;Power;Cooling;Stirrer Speed
;;C;hh:mm:ss;W;;rpm
1;Constant power;60;00:02:00;5;Off;700
2;Hold;-;00:00:00;850;Off;700
3;Cool down;60;-;-;On;700
;
Experiment Result;
Result;OK
;
;
Time;Step Time;Temp IR;Temp Ruby;Pressure;Power;Stirrer Speed;Fan Level;Step No.
00:00:29;00:00:29;45;38;0.0;5;700;Off;1
00:00:30;00:00:30;46;38;0.0;5;700;Off;1
00:00:31;00:00:31;46;38;0.0;5;700;Off;1
00:00:32;00:00:32;45;38;0.0;5;700;Off;1
00:00:33;00:00:33;46;38;0.0;5;700;Off;1
00:00:34;00:00:34;46;38;0.0;5;700;Off;1
00:00:35;00:00:35;46;38;0.0;5;700;Off;1
00:00:36;00:00:36;46;38;0.0;5;700;Off;1
00:00:37;00:00:37;45;38;0.0;5;700;Off;1
00:00:38;00:00:38;46;38;0.0;5;700;Off;1
00:00:39;00:00:39;46;38;0.0;5;700;Off;1
00:00:40;00:00:40;46;38;0.0;5;700;Off;1
00:00:41;00:00:41;46;38;0.0;5;700;Off;1
00:00:42;00:00:42;46;38;0.0;5;700;Off;1
00:00:43;00:00:43;46;38;0.0;5;700;Off;1
00:00:44;00:00:44;47;38;0.0;5;700;Off;1
00:00:45;00:00:45;47;38;0.0;5;700;Off;1
00:00:46;00:00:46;47;38;0.0;5;700;Off;1
00:00:47;00:00:47;46;38;0.0;5;700;Off;1
00:00:48;00:00:48;46;38;0.0;5;700;Off;1
00:00:49;00:00:49;47;38;0.0;5;700;Off;1
00:00:50;00:00:50;47;38;0.0;5;700;Off;1
00:00:51;00:00:51;47;38;0.0;5;700;Off;1
00:00:52;00:00:52;47;38;0.0;5;700;Off;1
00:00:53;00:00:53;47;38;0.0;5;700;Off;1
00:00:54;00:00:54;47;38;0.0;5;700;Off;1
00:00:55;00:00:55;47;38;0.0;5;700;Off;1
00:00:56;00:00:56;47;38;0.0;5;700;Off;1
00:00:57;00:00:57;47;38;0.0;5;700;Off;1
00:00:58;00:00:58;47;38;0.0;5;700;Off;1
00:00:59;00:00:59;47;38;0.0;5;700;Off;1
00:01:00;00:01:00;47;38;0.0;5;700;Off;1
00:01:01;00:01:01;47;38;0.0;5;700;Off;1
00:01:02;00:01:02;48;38;0.0;5;700;Off;1
00:01:03;00:01:03;47;38;0.0;5;700;Off;1
00:01:04;00:01:04;48;38;0.0;5;700;Off;1
00:01:05;00:01:05;48;38;0.0;5;700;Off;1
00:01:06;00:01:06;48;38;0.0;5;700;Off;1
00:01:07;00:01:07;48;38;0.0;5;700;Off;1
00:01:08;00:01:08;48;38;0.0;5;700;Off;1
00:01:09;00:01:09;48;38;0.0;5;700;Off;1
00:01:10;00:01:10;48;38;0.0;5;700;Off;1
00:01:11;00:01:11;48;38;0.0;5;700;Off;1
00:01:12;00:01:12;48;38;0.0;5;700;Off;1
00:01:13;00:01:13;48;38;0.0;5;700;Off;1
00:01:14;00:01:14;48;38;0.0;5;700;Off;1
00:01:15;00:01:15;49;38;0.0;5;700;Off;1
00:01:16;00:01:16;49;38;0.0;5;700;Off;1
00:01:17;00:01:17;48;38;0.0;5;700;Off;1
00:01:18;00:01:18;49;38;0.0;5;700;Off;1
00:01:19;00:01:19;49;38;0.0;5;700;Off;1
00:01:20;00:01:20;49;38;0.0;5;700;Off;1
00:01:21;00:01:21;49;38;0.0;5;700;Off;1
00:01:22;00:01:22;49;38;0.0;5;700;Off;1
00:01:23;00:01:23;49;38;0.0;5;700;Off;1
00:01:24;00:01:24;49;38;0.0;5;700;Off;1
00:01:25;00:01:25;49;38;0.0;5;700;Off;1
00:01:26;00:01:26;49;38;0.0;5;700;Off;1
00:01:27;00:01:27;49;38;0.0;5;700;Off;1
00:01:28;00:01:28;49;38;0.0;5;700;Off;1
00:01:29;00:01:29;50;38;0.0;5;700;Off;1
00:01:30;00:01:30;49;38;0.0;5;700;Off;1
00:01:31;00:01:31;49;38;0.0;5;700;Off;1
00:01:32;00:01:32;49;38;0.0;5;700;Off;1
00:01:33;00:01:33;50;38;0.0;5;700;Off;1
00:01:34;00:01:34;50;38;0.0;5;700;Off;1
00:01:35;00:01:35;50;38;0.0;5;700;Off;1
00:01:36;00:01:36;50;38;0.0;5;700;Off;1
00:01:37;00:01:37;50;38;0.0;5;700;Off;1
00:01:38;00:01:38;50;38;0.0;5;700;Off;1
00:01:39;00:01:39;50;38;0.0;5;700;Off;1
00:01:40;00:01:40;50;38;0.0;5;700;Off;1
00:01:41;00:01:41;50;38;0.0;5;700;Off;1
00:01:42;00:01:42;50;38;0.0;5;700;Off;1
00:01:43;00:01:43;50;38;0.0;5;700;Off;1
00:01:44;00:01:44;50;38;0.0;5;700;Off;1
00:01:45;00:01:45;50;38;0.0;5;700;Off;1
00:01:46;00:01:46;50;38;0.0;5;700;Off;1
00:01:47;00:01:47;50;38;0.0;5;700;Off;1
00:01:48;00:01:48;51;38;0.0;5;700;Off;1
00:01:49;00:01:49;50;38;0.0;5;700;Off;1
00:01:50;00:01:50;51;38;0.0;5;700;Off;1
00:01:51;00:01:51;51;38;0.0;5;700;Off;1
00:01:52;00:01:52;51;38;0.0;5;700;Off;1
00:01:53;00:01:53;51;38;0.0;5;700;Off;1
00:01:54;00:01:54;51;38;0.0;5;700;Off;1
00:01:55;00:01:55;51;38;0.0;5;700;Off;1
00:01:56;00:01:56;51;38;0.0;5;700;Off;1
00:01:57;00:01:57;51;38;0.0;5;700;Off;1
00:01:58;00:01:58;51;38;0.0;5;700;Off;1
00:01:59;00:01:59;51;38;0.0;5;700;Off;1
;
